"","departamento","ciudad","localidad","barrio","eventos"
"754","Cundinamarca","Bogot","Ciudad","Jerusalen",1
"755","Cundinamarca","Bogot","Ciudad","Monterrey",1
"756","Cundinamarca","Bogot","Ciudad","Primavera",1
"757","Cundinamarca","Bogot","Engativ","Bosques",1
"758","Cundinamarca","Bogot","Engativ","Granjas",1
"759","Cundinamarca","Bogot","Engativ","Marandu",1
"760","Cundinamarca","Bogot","Engativ","Molinos",1
"761","Cundinamarca","Bogot","Engativ","lamos",1
"762","Cundinamarca","Bogot","Fontib","Ferrocaja",1
"763","Cundinamarca","Bogot","Fontib","Montevideo",1
"764","Cundinamarca","Bogot","Fontib","Puerta",1
"765","Cundinamarca","Bogot","Kennedy","Agrupaci",1
"766","Cundinamarca","Bogot","Kennedy","Alqueria",1
"767","Cundinamarca","Bogot","Kennedy","Andalucia",1
"768","Cundinamarca","Bogot","Kennedy","Bombay",1
"769","Cundinamarca","Bogot","Kennedy","Class",1
"770","Cundinamarca","Bogot","Kennedy","Cooperativa",1
"771","Cundinamarca","Bogot","Kennedy","Jacqueline",1
"772","Cundinamarca","Bogot","Kennedy","Jazmin",1
"773","Cundinamarca","Bogot","Kennedy","Kennedy",1
"774","Cundinamarca","Bogot","Kennedy","Morabia",1
"775","Cundinamarca","Bogot","Kennedy","Perpetuo",1
"776","Cundinamarca","Bogot","Kennedy","Renania",1
"777","Cundinamarca","Bogot","Kennedy","Tierra",1
"778","Cundinamarca","Bogot","Kennedy","Unidad",1
"779","Cundinamarca","Bogot","Kennedy","pio",1
"780","Cundinamarca","Bogot","KennedyTintal","El",1
"781","Cundinamarca","Bogot","La","Bel",1
"782","Cundinamarca","Bogot","La","Centro",1
"783","Cundinamarca","Bogot","Puente","Colon",1
"784","Cundinamarca","Bogot","Puente","Ospina",1
"785","Cundinamarca","Bogot","Puente","Ponderosa",1
"786","Cundinamarca","Bogot","Puente","Urbanizaci",1
"787","Cundinamarca","Bogot","Rafael","Callejon",1
"788","Cundinamarca","Bogot","Rafael","Centenario",1
"789","Cundinamarca","Bogot","Rafael","Cerros",1
"790","Cundinamarca","Bogot","Rafael","Diana",1
"791","Cundinamarca","Bogot","Rafael","La",1
"792","Cundinamarca","Bogot","Rafael","Murillo",1
"793","Cundinamarca","Bogot","Rafael","Sociego",1
"794","Cundinamarca","Bogot","San","Atenas",1
"795","Cundinamarca","Bogot","San","Buenos",1
"796","Cundinamarca","Bogot","San","Las",1
"797","Cundinamarca","Bogot","San","Macarena",1
"798","Cundinamarca","Bogot","San","Nueva",1
"799","Cundinamarca","Bogot","San","Quindio",1
"800","Cundinamarca","Bogot","San","Vitelma",1
"801","Cundinamarca","Bogot","Santa","El",1
"802","Cundinamarca","Bogot","Santa","Vereda",1
"803","Cundinamarca","Bogot","Santa","Vitelma",1
"804","Cundinamarca","Bogot","Suba","Arrayanes",1
"805","Cundinamarca","Bogot","Suba","Balcones",1
"806","Cundinamarca","Bogot","Suba","Berlin",1
"807","Cundinamarca","Bogot","Suba","Bosques",1
"808","Cundinamarca","Bogot","Suba","Camino",1
"809","Cundinamarca","Bogot","Suba","Gloria",1
"810","Cundinamarca","Bogot","Suba","Lindaraja",1
"811","Cundinamarca","Bogot","Suba","Miraflores",1
"812","Cundinamarca","Bogot","Suba","Pijao",1
"813","Cundinamarca","Bogot","Suba","Tibabuyes",1
"814","Cundinamarca","Bogot","Suba","Tierra",1
"815","Cundinamarca","Bogot","Suba","Vista",1
"816","Cundinamarca","Bogot","Subap","Prado",1
"817","Cundinamarca","Bogot","Subaq","Prado",1
"818","Cundinamarca","Bogot","Teusaquillo","CENTRO",1
"819","Cundinamarca","Bogot","Teusaquillo","CORFERIAS",1
"820","Cundinamarca","Bogot","Teusaquillo","Castilla",1
"821","Cundinamarca","Bogot","Teusaquillo","EL",1
"822","Cundinamarca","Bogot","Teusaquillo","QUINTA",1
"823","Cundinamarca","Bogot","Teusaquillo","acevedo",1
"824","Cundinamarca","Bogot","TeusaquilloNBBB","El",1
"825","Cundinamarca","Bogot","Tunjuelito","Conjunto",1
"826","Cundinamarca","Bogot","Tunjuelito","El",1
"827","Cundinamarca","Bogot","Tunjuelito","Escuela",1
"828","Cundinamarca","Bogot","Usaqu","Altablanca",1
"829","Cundinamarca","Bogot","Usaqu","Arcadia",1
"830","Cundinamarca","Bogot","Usaqu","Bellavista",1
"831","Cundinamarca","Bogot","Usaqu","Capri",1
"832","Cundinamarca","Bogot","Usaqu","Dardanelos",1
"833","Cundinamarca","Bogot","Usaqu","Francisco",1
"834","Cundinamarca","Bogot","Usaqu","Ginebra",1
"835","Cundinamarca","Bogot","Usaqu","Jardin",1
"836","Cundinamarca","Bogot","Usaqu","Los",1
"837","Cundinamarca","Bogot","Usaqu","Sagrado",1
"838","Cundinamarca","Bogot","Usaqu","Soratama",1
"839","Cundinamarca","Bogot","Usaqu","san",1
"840","Cundinamarca","Bogot","Usme","Alfonso",1
"841","Cundinamarca","Bogot","Usme","Brisas",1
"842","Cundinamarca","Bogot","Usme","Comuneros",1
"843","Cundinamarca","Bogot","Usme","Los",1
"844","Cundinamarca","Bogot","Usme","San",1
"845","Cundinamarca","Bogot","Usme","Santa",1
"846","Cundinamarca","Bogot","Usme","Villa",1
"847","Cundinamarca","Cachipay","Cachipay","Vereda",1
"848","Cundinamarca","Cajic","Cajic","Huertas",1
"849","Cundinamarca","Ch","Ch","Fontanar",1
"850","Cundinamarca","Ch","Ch","Sindamanoy",1
"851","Cundinamarca","Ch","Ch","Tiquiza",1
"852","Cundinamarca","Cota","Cota","Vereda",1
"853","Cundinamarca","Fusagasug","Comuna","Antiguo",1
"854","Cundinamarca","Fusagasug","Comuna","El",1
"855","Cundinamarca","Fusagasug","Comuna","San",1
"856","Cundinamarca","Fusagasug","Comuna","Santa",1
"857","Cundinamarca","Fusagasug","Corregimiento","Vereda",1
"858","Cundinamarca","Girardot","Comuna","Granada",1
"859","Cundinamarca","Girardot","Comuna","Los",1
"860","Cundinamarca","Girardot","Comuna","Portal",1
"861","Cundinamarca","Girardot","Comuna","el",1
"862","Cundinamarca","La","La","La",1
"863","Cundinamarca","La","La","Vereda",1
"864","Cundinamarca","Mosquera","Mosquera","Mallorca",1
"865","Cundinamarca","Mosquera","Mosquera","Sol",1
"866","Cundinamarca","Soacha","Comuna","Le",1
"867","Cundinamarca","Soacha","Comuna","Parque",1
"868","Cundinamarca","Soacha","Comuna","San",1
"869","Cundinamarca","Subachoque","Subachoque","Vereda",1
"870","Cundinamarca","Villeta","Villeta","Vereda",1
"871","Cundinamarca","Zipaquir","Comuna","Algarra",1
"872","Cundinamarca","t","B","Metropolis",1
"873","Huila","Garz","Garz","Ciudadela",1
"874","Huila","Garz","Garz","Granjas",1
"875","Huila","Garz","Garz","Vereda",1
"876","Huila","Neiva","Comuna","Alberto",1
"877","Huila","Neiva","Comuna","Asoproneiva",1
"878","Huila","Neiva","Comuna","Ipanema",1
"879","Huila","Neiva","Comuna","Siete",1
"880","Magdalena","Santa","Comuna","Aeromar",1
"881","Magdalena","Santa","Comuna","Altos",1
"882","Magdalena","Santa","Comuna","Bello",1
"883","Magdalena","Santa","Comuna","Los",1
"884","Magdalena","Santa","Comuna","Pozos",1
"885","Magdalena","Santa","Comuna","Taganga",1
"886","Magdalena","Santa","Comuna","Urbanizaci",1
"887","Meta","Villavicencio","Comuna","El",1
"888","Meta","Villavicencio","Corregimiento","Vereda",1
"889","Nari","Pasto","Comuna","De",1
"890","Nari","Pasto","Comuna","El",1
"891","Norte","C","Comuna","C",1
"892","Norte","C","Comuna","Motilones",1
"893","Norte","Los","Los","El",1
"894","Norte","Oca","Corregimiento","Vereda",1
"895","Norte","Villa","Villa","Corregimiento",1
"896","Norte","Villa","Villa","Pie",1
"897","Quind","Calarca","Corregimiento","Pablo",1
"898","Risaralda","Dosquebradas","Comuna","Buenos",1
"899","Risaralda","Dosquebradas","Comuna","San",1
"900","Risaralda","Pereira","Comuna","Bosques",1
"901","Risaralda","Pereira","Comuna","Cedritos",1
"902","Risaralda","Pereira","Comuna","Laureles",1
"903","Risaralda","Pereira","Comuna","Parque",1
"904","Risaralda","Pereira","Comuna","Pereira",1
"905","Risaralda","Pereira","Comuna","Pinares",1
"906","Risaralda","Pereira","Comuna","Pueblito",1
"907","Risaralda","Pereira","Comuna","Rafael",1
"908","Risaralda","Pereira","Comuna","Risaralda",1
"909","Santander","Barbosa","Barbosa","Urbanizaci",1
"910","Santander","Barrancabermeja","Comuna","Chic",1
"911","Santander","Barrancabermeja","Comuna","Gal",1
"912","Santander","Barrancabermeja","Comuna","Palmira",1
"913","Santander","Bucaramanga","Comuna","Bol",1
"914","Santander","Bucaramanga","Comuna","Brisas",1
"915","Santander","Bucaramanga","Comuna","Candiles",1
"916","Santander","Bucaramanga","Comuna","Comuneros",1
"917","Santander","Bucaramanga","Comuna","Dangond",1
"918","Santander","Bucaramanga","Comuna","Jardines",1
"919","Santander","Bucaramanga","Comuna","Rinc",1
"920","Santander","Bucaramanga","Comuna","Toledo",1
"921","Santander","Bucaramanga","fontana","Bucaramanga",1
"922","Santander","Floridablanca","Floridablanca","Ciudad",1
"923","Santander","Floridablanca","Floridablanca","Palomitas",1
"924","Santander","Floridablanca","Floridablanca","Portal",1
"925","Santander","Gir","Gir","Ciudad",1
"926","Santander","Gir","Gir","Espa",1
"927","Santander","Gir","Gir","Rincon",1
"928","Santander","Piedecuesta","Piedecuesta","Callejuelas",1
"929","Tolima","Flandes","Flandes","Urbanizaci",1
"930","Tolima","Ibagu","Comuna","Bel",1
"931","Tolima","Ibagu","Comuna","Ca",1
"932","Tolima","Ibagu","Comuna","La",1
"933","Tolima","Ibagu","Comuna","Macarena",1
"934","Valle","Andaluc","Andaluc","Urbanizaci",1
"935","Valle","Buenaventura","Buenaventura","Corregimiento",1
"936","Valle","Buenaventura","Comuna","Alfonso",1
"937","Valle","Buenaventura","Comuna","Bosque",1
"938","Valle","Cali","Comuna","Aguacatal",1
"939","Valle","Cali","Comuna","Altos",1
"940","Valle","Cali","Comuna","Arroyohondo",1
"941","Valle","Cali","Comuna","Barrio",1
"942","Valle","Cali","Comuna","Base",1
"943","Valle","Cali","Comuna","Belisario",1
"944","Valle","Cali","Comuna","Bella",1
"945","Valle","Cali","Comuna","Bochalema",1
"946","Valle","Cali","Comuna","Bosques",1
"947","Valle","Cali","Comuna","Breta",1
"948","Valle","Cali","Comuna","Buenos",1
"949","Valle","Cali","Comuna","Ca",1
"950","Valle","Cali","Comuna","Champagnat",1
"951","Valle","Cali","Comuna","Colseguros",1
"952","Valle","Cali","Comuna","Cuarto",1
"953","Valle","Cali","Comuna","Dapa",1
"954","Valle","Cali","Comuna","Departamental",1
"955","Valle","Cali","Comuna","Flora",1
"956","Valle","Cali","Comuna","Jos",1
"957","Valle","Cali","Comuna","Mayapan",1
"958","Valle","Cali","Comuna","Mojica",1
"959","Valle","Cali","Comuna","Ol",1
"960","Valle","Cali","Comuna","Petecuy",1
"961","Valle","Cali","Comuna","Primero",1
"962","Valle","Cali","Comuna","Rep",1
"963","Valle","Cali","Comuna","Versalles",1
"964","Valle","Cali","Comuna","de",1
"965","Valle","Cali","palmira","Valle",1
"966","Valle","Candelaria","Candelaria","Zona",1
"967","Valle","Cartago","Comuna","Bella",1
"968","Valle","Cartago","Comuna","El",1
"969","Valle","Cartago","Comuna","San",1
"970","Valle","Jamund","Jamund","Solares",1
"971","Valle","La","La","Vereda",1
"972","Valle","Palmira","Comuna","Corregimiento",1
"973","Valle","Palmira","Comuna","El",1
"974","Valle","Tulu","Comuna","Las",1
"975","Valle","Tulu","Corregimiento","Vereda",1
"976","Valle","Yumbo","Otras","Acopi",1
"977","Valle","Yumbo","Otras","Am",1
